Rk,Player,Age,Team,Lg,WAR,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/BB,Awards,Player-additional
464,Ryan Johnson,23,LAA,AL,-0.3,0,1,.000,16.20,1,1,0,0,0,0,3.1,7,6,6,1,4,0,2,0,0,1,21,29,9.42,3.300,18.9,2.7,10.8,5.4,0.50,,johnsry01
465,Joey Lucchesi*,33,LAA,AL,-0.4,0,1,.000,13.50,5,0,1,0,0,0,3.1,7,6,5,1,6,0,4,1,0,0,24,35,10.92,3.900,18.9,2.7,16.2,10.8,0.67,,lucchjo01
466,Eduardo Rivera*,23,BOS,AL,0.1,0,0,,0.00,1,0,1,0,0,0,3.1,1,0,0,0,0,0,3,0,0,0,10,,1.32,0.300,2.7,0.0,0.0,8.1,,,rivered01
467,Justin Slaten,28,BOS,AL,0.2,0,1,.000,0.00,4,0,1,0,0,0,3.1,2,1,0,0,2,0,5,0,0,0,14,,1.92,1.200,5.4,0.0,5.4,13.5,2.50,,slateju01
468,Charlie Barnes*,30,CHC,NL,-0.1,0,0,,9.00,1,0,1,0,0,0,3.0,4,4,3,0,3,0,1,1,0,0,17,47,6.45,2.333,12.0,0.0,9.0,3.0,0.33,,barnech01
469,Jake Eder*,27,LAD,NL,0.0,1,0,1.000,3.00,3,0,3,0,0,0,3.0,2,1,1,0,1,0,1,0,0,0,11,150,3.45,1.000,6.0,0.0,3.0,3.0,1.00,,ederja01
470,Josh Fleming*,30,TOR,AL,-0.2,0,0,,12.00,1,0,0,0,0,0,3.0,6,4,4,1,2,0,1,1,0,0,18,41,9.78,2.667,18.0,3.0,6.0,3.0,0.50,,flemijo01
471,Tyler Heineman,35,TOR,AL,-0.1,0,0,,15.00,2,0,2,0,0,0,3.0,7,5,5,1,1,0,0,0,0,0,17,33,8.45,2.667,21.0,3.0,3.0,0.0,0.00,,heinety01
472,Andrew Kittredge,36,BAL,AL,0.1,0,0,,0.00,3,0,1,0,0,0,3.0,2,0,0,0,1,1,4,0,0,0,12,,1.45,1.000,6.0,0.0,3.0,12.0,4.00,,kittran01
473,James McCann,36,ARI,NL,-0.2,0,0,,15.00,3,0,3,0,0,0,3.0,8,5,5,1,1,0,0,0,0,0,17,32,8.45,3.000,24.0,3.0,3.0,0.0,0.00,,mccanja02
474,Jedixson Páez,22,CHW,AL,-0.2,0,0,,18.00,3,0,1,0,0,0,3.0,4,6,6,2,3,0,0,0,0,0,16,27,14.78,2.333,12.0,6.0,9.0,0.0,0.00,,paezje01
475,Alan Rangel,28,PHI,NL,0.1,0,0,,3.00,1,0,1,0,0,0,3.0,3,1,1,0,0,0,5,0,0,0,12,160,-0.22,1.000,9.0,0.0,0.0,15.0,,,rangeal01
476,Cam Sanders,29,PIT,NL,-0.2,0,0,,12.00,3,0,1,0,0,0,3.0,4,4,4,0,2,0,4,0,0,1,15,39,2.45,2.000,12.0,0.0,6.0,12.0,2.00,,sandeca01
477,José Fermin,24,LAA,AL,0.1,0,0,,0.00,2,0,2,0,0,0,2.2,0,0,0,0,0,0,3,2,0,0,10,,3.12,0.000,0.0,0.0,0.0,10.1,,,fermijo02
478,Tyler Gilbert*,32,CHW,AL,-0.2,0,0,,20.25,2,0,0,0,0,0,2.2,4,6,6,2,3,0,2,0,0,0,15,24,14.74,2.625,13.5,6.8,10.1,6.8,0.67,,gilbety01
479,Ethan Roberts,28,CHC,NL,0.1,0,0,,0.00,3,0,1,0,0,0,2.2,1,0,0,0,0,0,2,2,0,0,10,,3.87,0.375,3.4,0.0,0.0,6.8,,,roberet01
480,Tyler Uberstine,27,BOS,AL,0.0,0,1,.000,3.38,1,0,0,0,0,0,2.2,3,1,1,1,1,0,2,0,0,0,11,139,7.62,1.500,10.1,3.4,3.4,6.8,2.00,,ubersty01
481,Austin Voth,34,TOR,AL,0.0,0,0,,3.38,1,0,0,0,0,0,2.2,3,1,1,0,1,0,1,0,0,2,12,148,3.49,1.500,10.1,0.0,3.4,3.4,1.00,,vothau01
482,Angel Chivilli,23,NYY,AL,0.0,0,0,,3.86,2,0,1,0,0,0,2.1,2,1,1,1,3,0,3,1,0,0,13,126,11.26,2.143,7.7,3.9,11.6,11.6,1.00,,chivian01
483,Garrett Cleavinger*,32,TBR,AL,-0.1,1,1,.500,7.71,3,0,0,0,0,0,2.1,3,2,2,0,4,1,3,0,0,0,14,64,5.69,3.000,11.6,0.0,15.4,11.6,0.75,,cleavga01
484,Brandon Eisert*,28,CHW,AL,-0.3,0,0,,15.43,2,0,0,0,0,0,2.1,6,4,4,0,1,0,2,0,0,0,14,32,2.69,3.000,23.1,0.0,3.9,7.7,2.00,,eiserbr01
485,Jared Koenig*,32,MIL,NL,-0.1,0,0,,0.00,3,0,0,0,0,0,2.1,3,2,0,0,2,2,4,0,0,1,13,,2.26,2.143,11.6,0.0,7.7,15.4,2.00,,koenija01
486,Cody Ponce,32,TOR,AL,0.0,0,0,,3.86,1,1,0,0,0,0,2.1,1,1,1,0,1,0,3,0,1,1,10,132,1.83,0.857,3.9,0.0,3.9,11.6,3.00,,ponceco01
487,Vince Velasquez,34,CHC,NL,0.1,0,0,,0.00,1,0,1,0,0,0,2.1,1,0,0,0,0,0,1,0,0,1,8,,2.26,0.429,3.9,0.0,0.0,3.9,,,velasvi01
488,Mason Barnett,25,ATH,AL,0.1,0,0,,0.00,1,0,0,0,0,0,2.0,1,0,0,0,2,0,1,0,0,0,9,,5.12,1.500,4.5,0.0,9.0,4.5,0.50,,barnema02
489,José Buttó,28,SFG,NL,-0.2,0,0,,22.50,3,0,1,0,0,0,2.0,6,5,5,2,4,0,5,0,0,0,16,21,17.12,5.000,27.0,9.0,18.0,22.5,1.25,,buttojo01
490,Riley Cornelio,26,WSN,NL,-0.3,0,1,.000,9.00,1,0,1,0,0,0,2.0,2,3,2,0,4,0,1,0,0,0,12,53,8.12,3.000,9.0,0.0,18.0,4.5,0.25,,corneri01
491,Tyler Davis,27,CHW,AL,0.1,0,0,,0.00,2,0,0,0,0,0,2.0,0,0,0,0,1,0,2,0,0,0,6,,2.62,0.500,0.0,0.0,4.5,9.0,2.00,,davisty01
492,Yerry de los Santos,28,NYY,AL,0.0,0,0,,4.50,1,0,0,0,0,0,2.0,3,1,1,1,2,0,1,0,0,0,9,111,11.62,2.500,13.5,4.5,9.0,4.5,0.50,,delosye01
493,Joey Gerber,29,NYM,NL,0.1,0,0,,0.00,1,0,1,0,0,0,2.0,2,0,0,0,1,0,5,0,0,0,9,,-0.38,1.500,9.0,0.0,4.5,22.5,5.00,,gerbejo01
494,Seth Halvorsen,26,COL,NL,0.1,0,0,,0.00,2,0,0,0,0,0,2.0,0,0,0,0,2,0,2,0,0,0,8,,4.12,1.000,0.0,0.0,9.0,9.0,1.00,,halvose01
495,Logan Henderson,24,MIL,NL,-0.1,0,0,,9.00,1,1,0,0,0,0,2.0,3,2,2,0,1,0,3,0,0,1,9,54,1.62,2.000,13.5,0.0,4.5,13.5,3.00,,hendelo01
496,Alek Jacob,28,SDP,NL,0.1,1,0,1.000,0.00,1,0,1,0,0,0,2.0,1,0,0,0,1,0,3,1,0,0,9,,3.12,1.000,4.5,0.0,4.5,13.5,3.00,,jacobal01
497,Luis Mey,25,CIN,NL,0.0,0,0,,4.50,1,0,0,0,0,0,2.0,1,1,1,1,1,0,4,1,0,0,9,115,8.62,1.000,4.5,4.5,4.5,18.0,4.00,,meylu01
498,Rolddy Muñoz,26,ATL,NL,-0.1,0,0,,13.50,1,0,0,0,0,0,2.0,5,3,3,1,1,0,3,0,0,0,12,36,8.12,3.000,22.5,4.5,4.5,13.5,3.00,,munozro02
499,Doug Nikhazy*,26,CHW,AL,0.0,0,0,,4.50,1,0,1,0,0,0,2.0,1,1,1,0,2,0,1,0,0,2,9,113,5.12,1.500,4.5,0.0,9.0,4.5,0.50,,nikhado01
500,Orlando Ribalta,28,WSN,NL,0.3,0,0,,0.00,2,0,1,0,0,1,2.0,1,0,0,0,0,0,1,0,0,0,6,,2.12,0.500,4.5,0.0,0.0,4.5,,,ribalor01
501,Kendry Rojas*,23,MIN,AL,0.1,0,0,,0.00,1,0,0,0,0,0,2.0,2,0,0,0,3,0,0,0,0,0,8,,7.62,2.500,9.0,0.0,13.5,0.0,0.00,,rojaske01
502,Sam Aldegheri*,24,LAA,AL,0.0,1,0,1.000,5.40,1,0,0,0,0,0,1.2,2,1,1,1,1,0,2,0,0,0,8,96,10.32,1.800,10.8,5.4,5.4,10.8,2.00,,aldegsa01
503,Yaramil Hiraldo,30,BAL,AL,-0.3,0,0,,21.60,3,0,0,0,0,0,1.2,3,4,4,2,4,0,2,0,0,0,12,24,23.52,4.200,16.2,10.8,21.6,10.8,0.50,,hiralya01
504,Alex Hoppe,27,SEA,AL,-0.1,0,0,,16.20,1,0,1,0,0,0,1.2,2,3,3,0,3,0,3,0,0,0,10,30,4.92,3.000,10.8,0.0,16.2,16.2,1.00,,hoppeal01
505,Dylan Moore,33,PHI,NL,0.0,0,0,,5.40,2,0,2,0,0,0,1.2,1,1,1,0,1,0,0,1,0,0,8,96,6.72,1.200,5.4,0.0,5.4,0.0,0.00,,mooredy01
506,Nick Raquet*,30,BAL,AL,-0.2,0,0,,16.20,2,0,1,0,0,0,1.2,3,3,3,1,1,0,0,1,0,0,10,31,14.52,2.400,16.2,5.4,5.4,0.0,0.00,,raqueni01
507,Yacksel Ríos,33,CHC,NL,0.1,0,0,,0.00,1,0,1,0,0,0,1.2,0,0,0,0,0,0,2,0,0,0,5,,0.72,0.000,0.0,0.0,0.0,10.8,,,riosya01
508,Brian Fitzpatrick*,26,MIL,NL,0.1,0,0,,0.00,1,0,0,0,0,0,1.1,2,0,0,0,1,0,0,0,0,0,7,,5.37,2.250,13.5,0.0,6.8,0.0,0.00,,fitzpbr01
509,Nolan Hoffman,28,PHI,NL,0.1,0,0,,0.00,1,0,1,0,0,0,1.1,1,0,0,0,0,0,1,0,0,0,4,,1.62,0.750,6.8,0.0,0.0,6.8,,,hoffmno01
510,Chase Lee,27,TOR,AL,0.0,0,0,,6.75,1,0,0,0,0,0,1.1,1,1,1,1,0,0,1,0,0,0,5,83,11.37,0.750,6.8,6.8,0.0,6.8,,,leech02
511,Jackson Rutledge,27,WSN,NL,-0.2,0,0,,47.25,1,0,0,0,0,0,1.1,6,7,7,0,2,0,2,0,0,0,12,11,4.62,6.000,40.5,0.0,13.5,13.5,1.00,,rutleja01
512,Tyler Schweitzer*,25,CHW,AL,0.0,0,0,,6.75,1,0,1,0,0,0,1.1,2,1,1,0,1,0,1,0,0,0,7,81,3.87,2.250,13.5,0.0,6.8,6.8,1.00,,schwety01
513,Christian Scott,27,NYM,NL,0.0,0,0,,6.75,1,1,0,0,0,0,1.1,0,1,1,0,5,0,1,1,1,0,10,76,15.12,3.750,0.0,0.0,33.8,6.8,0.20,,scottch01
514,Bennett Sousa*,31,HOU,AL,-0.1,0,0,,13.50,2,0,1,0,0,0,1.1,1,2,2,0,4,0,3,0,0,0,8,40,7.62,3.750,6.8,0.0,27.0,20.3,0.75,,sousabe01
515,Keegan Akin*,31,BAL,AL,-0.2,0,0,,54.00,1,0,0,0,0,0,1.0,6,6,6,1,0,0,2,0,0,0,9,11,12.12,6.000,54.0,9.0,0.0,18.0,,,akinke01
516,Carlos Carrasco,39,ATL,NL,0.0,0,0,,0.00,1,0,1,0,0,0,1.0,0,0,0,0,0,0,1,0,0,0,3,,1.12,0.000,0.0,0.0,0.0,9.0,,,carraca01
517,Duncan Davitt,26,CHW,AL,0.0,0,0,,0.00,1,0,1,0,0,0,1.0,0,0,0,0,1,0,0,0,0,0,3,,6.12,1.000,0.0,0.0,9.0,0.0,0.00,,davitdu01
518,Ryan Gusto,27,MIA,NL,0.1,0,0,,0.00,1,0,0,0,0,0,1.0,0,0,0,0,0,0,1,0,0,0,3,,1.12,0.000,0.0,0.0,0.0,9.0,,,gustory01
519,Ian Hamilton,31,ATL,NL,-0.1,0,0,,27.00,1,0,0,0,0,0,1.0,2,3,3,0,2,0,1,0,0,0,7,21,7.12,4.000,18.0,0.0,18.0,9.0,0.50,,hamilia01
520,Brenan Hanifee,28,DET,AL,0.0,0,0,,0.00,1,0,1,0,0,0,1.0,1,0,0,0,0,0,0,0,0,0,4,,3.12,1.000,9.0,0.0,0.0,0.0,,,hanifbr01
521,P.J. Higgins,33,CIN,NL,0.0,0,0,,0.00,1,0,1,0,0,0,1.0,0,0,0,0,0,0,1,0,0,0,3,,1.12,0.000,0.0,0.0,0.0,9.0,,,higgipj01
522,Christian Koss,28,SFG,NL,0.0,0,0,,0.00,1,0,1,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,3,,3.12,0.000,0.0,0.0,0.0,0.0,,,kossch01
523,Luke Little*,25,CHC,NL,0.0,0,0,,9.00,1,0,1,0,0,0,1.0,2,1,1,1,0,0,1,0,0,0,5,59,14.12,2.000,18.0,9.0,0.0,9.0,,,littllu01
524,Easton McGee,28,MIL,NL,0.0,0,0,,0.00,1,0,1,0,0,0,1.0,1,0,0,0,0,0,0,0,0,0,3,,3.12,1.000,9.0,0.0,0.0,0.0,,,mcgeeea01
525,Reese McGuire,31,CHW,AL,0.0,0,0,,0.00,1,0,1,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,3,,3.12,0.000,0.0,0.0,0.0,0.0,,,mcguire01
526,Matt Pushard,28,STL,NL,-0.2,0,0,,27.00,1,0,0,0,0,0,1.0,3,3,3,0,1,0,1,0,0,1,7,20,4.12,4.000,27.0,0.0,9.0,9.0,1.00,,pushama01
527,Jake Rogers,31,DET,AL,0.0,0,0,,0.00,1,0,1,0,0,0,1.0,2,0,0,0,0,0,1,0,0,0,5,,1.12,2.000,18.0,0.0,0.0,9.0,,,rogerja03
528,Miguel Rojas,37,LAD,NL,0.0,0,0,,9.00,1,0,1,0,0,0,1.0,1,1,1,0,1,0,0,1,0,0,6,61,9.12,2.000,9.0,0.0,9.0,0.0,0.00,,rojasmi02
529,Jose Trevino,33,CIN,NL,-0.2,0,0,,45.00,1,0,1,0,0,0,1.0,6,5,5,0,0,0,0,0,0,0,9,13,3.12,6.000,54.0,0.0,0.0,0.0,,,trevijo01
530,Joey Wiemer,27,WSN,NL,0.0,0,0,,9.00,1,0,1,0,0,0,1.0,2,1,1,0,1,0,0,1,0,0,7,62,9.12,3.000,18.0,0.0,9.0,0.0,0.00,,wiemejo01
531,Ben Williamson,25,TBR,AL,0.0,0,0,,9.00,1,0,1,0,0,0,1.0,1,1,1,1,0,0,0,0,0,0,4,64,16.12,1.000,9.0,9.0,0.0,0.0,,,willibe03
532,Weston Wilson,31,BAL,AL,-0.1,0,0,,36.00,1,0,1,0,0,0,1.0,4,4,4,2,0,0,0,0,0,0,8,16,29.12,4.000,36.0,18.0,0.0,0.0,,,wilsowe01
533,Brady Basso*,28,ATH,AL,0.1,0,0,,0.00,1,0,0,0,0,0,0.2,1,0,0,0,0,0,0,0,0,0,3,,3.12,1.500,13.5,0.0,0.0,0.0,,,bassobr01
534,Chris Devenski,35,PIT,NL,-0.1,0,0,,13.50,1,0,0,0,0,0,0.2,2,1,1,0,0,0,1,0,0,0,4,48,0.12,3.000,27.0,0.0,0.0,13.5,,,devench02
535,Tyler Tolbert,28,KCR,AL,0.0,0,0,,0.00,1,0,1,0,0,0,0.2,1,0,0,0,0,0,0,0,0,0,2,,3.12,1.500,13.5,0.0,0.0,0.0,,,tolbety01
536,Carlos Estévez,33,KCR,AL,-0.5,0,1,.000,162.00,1,0,1,0,0,0,0.1,4,6,6,1,2,0,0,0,0,0,7,5,60.12,18.000,108.0,27.0,54.0,0.0,0.00,,estevca01
537,Adam Frazier,34,LAA,AL,0.0,0,0,,0.00,1,0,1,0,0,0,0.1,1,0,0,0,1,0,0,0,0,0,3,,12.12,6.000,27.0,0.0,27.0,0.0,0.00,,fraziad01
538,Austin Hedges,33,CLE,AL,0.0,0,0,,0.00,1,0,1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,1,,3.12,0.000,0.0,0.0,0.0,0.0,,,hedgeau01
539,Jonathan Cannon,25,CHW,AL,0.0,0,0,,,1,0,0,0,0,0,0.0,0,1,1,0,3,0,0,0,0,0,3,17,,,,,,,0.00,,cannojo02
