Hashcode,Player,Team,Pos,Age,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,SH,SF,HBP,AVG,OBP,SLG,OPS,WAR,salary,League,Teams,Leagues,Season,Total_OB,Total_Outs,Game_Fatigue_Factor,Condition,Status,Injured Days
484025,Kevin Kiermaier,TOR,OF,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.86,9000000.0,AL,['TOR'],['AL'],2024,0,0,0,100,Active,0
199503,Aaron Judge,NYY,OF,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.46,40000000.0,AL,['NYY'],['AL'],2024,0,0,0,100,Active,0
512895,Nolan Jones,COL,OF,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.28,10239773.0,NL,['COL'],['NL'],2024,0,0,0,100,Active,0
585801,Joey Wiemer,MIL,OF,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.94,5391180.0,NL,['MIL'],['NL'],2024,0,0,0,100,Active,0
773463,Matt McLain,CIN,SS,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.65,9325218.0,NL,['CIN'],['NL'],2024,0,0,0,100,Active,0
212085,Yasmani Grandal,CWS,C,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.69,18250000.0,AL,['CWS'],['AL'],2024,0,0,0,100,Active,0
240848,Martin Maldonado,HOU,C,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,720000.0,AL,['HOU'],['AL'],2024,0,0,0,100,Active,0
476601,Jose Altuve,HOU,2B,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,29000000.0,AL,['HOU'],['AL'],2024,0,0,0,100,Active,0
971658,Jesus Sanchez,MIA,OF,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,720000.0,NL,['MIA'],['NL'],2024,0,0,0,100,Active,0
84019,Ramon Urias,BAL,3B,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,720000.0,AL,['BAL'],['AL'],2024,0,0,0,100,Active,0
667235,Tony Kemp,OAK,2B,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.04,3725000.0,AL,['OAK'],['AL'],2024,0,0,0,100,Active,0
460377,Charlie Blackmon,COL,OF,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.31,15000000.0,NL,['COL'],['NL'],2024,0,0,0,100,Active,0
588753,Joc Pederson,SF,OF,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59,19650000.0,NL,['SF'],['NL'],2024,0,0,0,100,Active,0
1016599,Willi Castro,MIN,2B,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.67,1800000.0,AL,['MIN'],['AL'],2024,0,0,0,100,Active,0
107986,Luke Raley,TB,OF,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.75,722300.0,AL,['TB'],['AL'],2024,0,0,0,100,Active,0
681154,Andy Ibanez,DET,2B,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,720000.0,AL,['DET'],['AL'],2024,0,0,0,100,Active,0
261161,Taylor Ward,LAA,OF,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.66,2750000.0,AL,['LAA'],['AL'],2024,0,0,0,100,Active,0
255517,Michael Taylor,MIN,OF,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,720000.0,AL,['MIN'],['AL'],2024,0,0,0,100,Active,0
923257,Yainer Diaz,HOU,DH,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.18,720300.0,AL,['HOU'],['AL'],2024,0,0,0,100,Active,0
390130,Edward Olivares,KC,OF,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,740750.0,AL,['KC'],['AL'],2024,0,0,0,100,Active,0
494711,Brett Baty,NYM,3B,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.76,2923333.0,NL,['NYM'],['NL'],2024,0,0,0,100,Active,0
13266,Robbie Grossman,TEX,OF,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.12,2000000.0,AL,['TEX'],['AL'],2024,0,0,0,100,Active,0
303722,Jazz Chisholm,MIA,2B,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,720000.0,NL,['MIA'],['NL'],2024,0,0,0,100,Active,0
835556,Ryan O'Hearn,BAL,1B,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23,1400000.0,AL,['BAL'],['AL'],2024,0,0,0,100,Active,0
448654,Seth Brown,OAK,OF,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49,730000.0,AL,['OAK'],['AL'],2024,0,0,0,100,Active,0
684199,Gabriel Moreno,ARI,C,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.32,722500.0,AL,['ARI'],['AL'],2024,0,0,0,100,Active,0
866016,Brandon Belt,TOR,1B,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.01,9300000.0,AL,['TOR'],['AL'],2024,0,0,0,100,Active,0
733696,Chris Taylor,LAD,OF,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44,15000000.0,AL,['LAD'],['AL'],2024,0,0,0,100,Active,0
1039903,Jose Siri,TB,OF,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69,731600.0,AL,['TB'],['AL'],2024,0,0,0,100,Active,0
805015,Edouard Julien,MIN,2B,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.62,7829993.0,AL,['MIN'],['AL'],2024,0,0,0,100,Active,0
372281,Mike Tauchman,CHC,OF,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.41,7525142.0,NL,['CHC'],['NL'],2024,0,0,0,100,Active,0
717510,Jake Fraley,CIN,OF,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.89,740000.0,NL,['CIN'],['NL'],2024,0,0,0,100,Active,0
1012255,Kyle Farmer,MIN,SS,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.71,5585000.0,AL,['MIN'],['AL'],2024,0,0,0,100,Active,0
483634,Ji Hwan Bae,PIT,OF,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.36,725000.0,NL,['PIT'],['NL'],2024,0,0,0,100,Active,0
12831,Yoan Moncada,CWS,3B,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,720000.0,AL,['CWS'],['AL'],2024,0,0,0,100,Active,0
363684,Miguel Cabrera,DET,DH,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.39,32000000.0,AL,['DET'],['AL'],2024,0,0,0,100,Active,0
234496,Jason Heyward,LAD,OF,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.93,720000.0,AL,['LAD'],['AL'],2024,0,0,0,100,Active,0
1022045,Jarren Duran,BOS,OF,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,7075123.0,AL,['BOS'],['AL'],2024,0,0,0,100,Active,0
1009717,Jake Rogers,DET,C,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74,726000.0,AL,['DET'],['AL'],2024,0,0,0,100,Active,0
799091,Mike Yastrzemski,SF,OF,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.35,6100000.0,NL,['SF'],['NL'],2024,0,0,0,100,Active,0
406201,Christian Vazquez,MIN,C,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,720000.0,AL,['MIN'],['AL'],2024,0,0,0,100,Active,0
325629,Brendan Donovan,STL,2B,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.89,728600.0,NL,['STL'],['NL'],2024,0,0,0,100,Active,0
862772,Patrick Bailey,SF,C,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79,5173429.0,NL,['SF'],['NL'],2024,0,0,0,100,Active,0
17895,Isiah Kiner-Falefa,NYY,SS,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.04,6000000.0,AL,['NYY'],['AL'],2024,0,0,0,100,Active,0
445983,Adam Duvall,BOS,OF,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.57,7000000.0,AL,['BOS'],['AL'],2024,0,0,0,100,Active,0
486969,Brian Anderson,MIL,3B,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,3500000.0,NL,['MIL'],['NL'],2024,0,0,0,100,Active,0
559981,Jorge Mateo,BAL,SS,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,2000000.0,AL,['BAL'],['AL'],2024,0,0,0,100,Active,0
407915,Aledmys Diaz,OAK,2B,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,720000.0,AL,['OAK'],['AL'],2024,0,0,0,100,Active,0
705394,Starling Marte,NYM,OF,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.78,20750000.0,NL,['NYM'],['NL'],2024,0,0,0,100,Active,0
809154,Christian Bethancourt,TB,C,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72,1350000.0,AL,['TB'],['AL'],2024,0,0,0,100,Active,0
871444,Gabriel Arias,CLE,3B,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.07,720100.0,AL,['CLE'],['AL'],2024,0,0,0,100,Active,0
205583,Alec Burleson,STL,OF,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.64,721450.0,NL,['STL'],['NL'],2024,0,0,0,100,Active,0
413388,Akil Baddoo,DET,OF,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61,4912127.0,AL,['DET'],['AL'],2024,0,0,0,100,Active,0
825986,Mickey Moniak,LAA,OF,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.15,7147706.0,AL,['LAA'],['AL'],2024,0,0,0,100,Active,0
749995,Gavin Sheets,CWS,OF,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.53,735000.0,AL,['CWS'],['AL'],2024,0,0,0,100,Active,0
831384,Rowdy Tellez,MIL,1B,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.63,4950000.0,NL,['MIL'],['NL'],2024,0,0,0,100,Active,0
232249,Manuel Margot,TB,OF,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62,7000000.0,AL,['TB'],['AL'],2024,0,0,0,100,Active,0
867808,Blake Sabol,SF,C,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,4316941.0,NL,['SF'],['NL'],2024,0,0,0,100,Active,0
391600,Jake Meyers,HOU,OF,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.55,732000.0,AL,['HOU'],['AL'],2024,0,0,0,100,Active,0
654141,Mike Trout,LAA,OF,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.87,37116667.0,AL,['LAA'],['AL'],2024,0,0,0,100,Active,0
60925,Nick Pratto,KC,1B,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.25,2212012.0,AL,['KC'],['AL'],2024,0,0,0,100,Active,0
367265,Byron Buxton,MIN,OF,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,15142857.0,AL,['MIN'],['AL'],2024,0,0,0,100,Active,0
822349,Nick Allen,OAK,SS,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,720000.0,AL,['OAK'],['AL'],2024,0,0,0,100,Active,0
752637,Taylor Walls,TB,SS,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.01,727600.0,AL,['TB'],['AL'],2024,0,0,0,100,Active,0
902728,Drew Waters,KC,OF,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,5042778.0,AL,['KC'],['AL'],2024,0,0,0,100,Active,0
19512,Jorge Polanco,MIN,2B,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.95,7500000.0,AL,['MIN'],['AL'],2024,0,0,0,100,Active,0
566236,Jean Segura,MIA,2B,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.9,6500000.0,NL,['MIA'],['NL'],2024,0,0,0,100,Active,0
180902,Nick Senzel,CIN,OF,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.01,1950000.0,NL,['CIN'],['NL'],2024,0,0,0,100,Active,0
576196,Kris Bryant,COL,OF,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.03,28000000.0,NL,['COL'],['NL'],2024,0,0,0,100,Active,0
128585,Yuli Gurriel,MIA,1B,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.49,1250000.0,NL,['MIA'],['NL'],2024,0,0,0,100,Active,0
247299,Corey Julks,HOU,OF,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31,4476625.0,AL,['HOU'],['AL'],2024,0,0,0,100,Active,0
281067,Oswaldo Cabrera,NYY,OF,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.45,742100.0,AL,['NYY'],['AL'],2024,0,0,0,100,Active,0
581597,Joey Wendle,MIA,3B,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.19,6000000.0,NL,['MIA'],['NL'],2024,0,0,0,100,Active,0
614818,Mitch Garver,TEX,DH,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.13,3900000.0,AL,['TEX'],['AL'],2024,0,0,0,100,Active,0
35263,Nick Fortes,MIA,C,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,730000.0,NL,['MIA'],['NL'],2024,0,0,0,100,Active,0
973346,Kyle Isbel,KC,OF,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07,727500.0,AL,['KC'],['AL'],2024,0,0,0,100,Active,0
660657,Owen Miller,MIL,2B,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,731100.0,NL,['MIL'],['NL'],2024,0,0,0,100,Active,0
313436,Cavan Biggio,TOR,2B,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76,2800000.0,AL,['TOR'],['AL'],2024,0,0,0,100,Active,0
367817,Zach Neto,LAA,SS,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.62,6378319.0,AL,['LAA'],['AL'],2024,0,0,0,100,Active,0
721701,Will Benson,CIN,OF,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.63,720000.0,NL,['CIN'],['NL'],2024,0,0,0,100,Active,0
512867,Ryan Jeffers,MIN,C,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.27,741650.0,AL,['MIN'],['AL'],2024,0,0,0,100,Active,0
608397,Elehuris Montero,COL,3B,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.09,722000.0,NL,['COL'],['NL'],2024,0,0,0,100,Active,0
223645,Brandon Crawford,SF,SS,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.29,2153946.0,NL,['SF'],['NL'],2024,0,0,0,100,Active,0
483221,Joey Gallo,MIN,OF,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53,11000000.0,AL,['MIN'],['AL'],2024,0,0,0,100,Active,0
397117,Andruw Monasterio,MIL,2B,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.31,5928300.0,NL,['MIL'],['NL'],2024,0,0,0,100,Active,0
306027,Alex Kirilloff,MIN,OF,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,4636309.0,AL,['MIN'],['AL'],2024,0,0,0,100,Active,0
130225,Edmundo Sosa,PHI,SS,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,950000.0,NL,['PHI'],['NL'],2024,0,0,0,100,Active,0
354972,Jake McCarthy,ARI,OF,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46,735600.0,AL,['ARI'],['AL'],2024,0,0,0,100,Active,0
976949,Daniel Vogelbach,NYM,DH,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,1500000.0,NL,['NYM'],['NL'],2024,0,0,0,100,Active,0
869944,Jordan Diaz,OAK,2B,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.09,2444280.0,AL,['OAK'],['AL'],2024,0,0,0,100,Active,0
831863,Nick Madrigal,CHC,2B,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18,1225000.0,NL,['CHC'],['NL'],2024,0,0,0,100,Active,0
177063,Zack Gelof,OAK,2B,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.62,7829993.0,AL,['OAK'],['AL'],2024,0,0,0,100,Active,0
525310,Danny Jansen,TOR,C,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.63,3500000.0,AL,['TOR'],['AL'],2024,0,0,0,100,Active,0
268508,Patrick Wisdom,CHC,3B,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,763000.0,NL,['CHC'],['NL'],2024,0,0,0,100,Active,0
649286,Travis d'Arnaud,ATL,C,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,8000000.0,NL,['ATL'],['NL'],2024,0,0,0,100,Active,0
245032,Ildemaro Vargas,WSH,3B,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74,975000.0,NL,['WSH'],['NL'],2024,0,0,0,100,Active,0
975468,Matt Thaiss,LAA,C,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37,740000.0,AL,['LAA'],['AL'],2024,0,0,0,100,Active,0
247433,Harold Castro,COL,2B,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.43,1300000.0,NL,['COL'],['NL'],2024,0,0,0,100,Active,0
163393,Emmanuel Rivera,ARI,3B,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,4418558.0,AL,['ARI'],['AL'],2024,0,0,0,100,Active,0
58440,Miguel Vargas,LAD,2B,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.06,722500.0,AL,['LAD'],['AL'],2024,0,0,0,100,Active,0
910945,JJ Bleday,OAK,OF,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4026606.0,AL,['OAK'],['AL'],2024,0,0,0,100,Active,0
1026311,Casey Schmitt,SF,3B,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.48,3329802.0,NL,['SF'],['NL'],2024,0,0,0,100,Active,0
313700,Nick Maton,DET,OF,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.47,726600.0,AL,['DET'],['AL'],2024,0,0,0,100,Active,0
464321,Josh Palacios,PIT,OF,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,720000.0,NL,['PIT'],['NL'],2024,0,0,0,100,Active,0
732641,Travis Jankowski,TEX,OF,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44,1250000.0,AL,['TEX'],['AL'],2024,0,0,0,100,Active,0
188316,Oscar Colas,CWS,OF,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,720000.0,AL,['CWS'],['AL'],2024,0,0,0,100,Active,0
138309,Jake Bauers,NYY,1B,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.94,2662032.0,AL,['NYY'],['AL'],2024,0,0,0,100,Active,0
721782,Kyle Higashioka,NYY,C,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.26,1462500.0,AL,['NYY'],['AL'],2024,0,0,0,100,Active,0
523585,Jacob Stallings,MIA,C,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.61,3350000.0,NL,['MIA'],['NL'],2024,0,0,0,100,Active,0
851540,Tyler O'Neill,STL,OF,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,4950000.0,NL,['STL'],['NL'],2024,0,0,0,100,Active,0
925247,Trey Mancini,CHC,1B,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.41,7000000.0,NL,['CHC'],['NL'],2024,0,0,0,100,Active,0
1030699,Stone Garrett,WSH,OF,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,6741237.0,NL,['WSH'],['NL'],2024,0,0,0,100,Active,0
855108,Jose Caballero,SEA,2B,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,720000.0,AL,['SEA'],['AL'],2024,0,0,0,100,Active,0
612607,Tyrone Taylor,MIL,OF,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46,735400.0,NL,['MIL'],['NL'],2024,0,0,0,100,Active,0
243460,Vinnie Pasquantino,KC,1B,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,725500.0,AL,['KC'],['AL'],2024,0,0,0,100,Active,0
575585,Santiago Espinal,TOR,2B,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46,2100000.0,AL,['TOR'],['AL'],2024,0,0,0,100,Active,0
658545,Luis Matos,SF,OF,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4,3445936.0,NL,['SF'],['NL'],2024,0,0,0,100,Active,0
937948,Kevin Newman,CIN,SS,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.44,2662000.0,NL,['CIN'],['NL'],2024,0,0,0,100,Active,0
289856,Henry Davis,PIT,C,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.42,1965228.0,NL,['PIT'],['NL'],2024,0,0,0,100,Active,0
862975,Andrew Knizner,STL,C,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03,1100000.0,NL,['STL'],['NL'],2024,0,0,0,100,Active,0
921008,Christian Encarnacion-Strand,CIN,3B,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61,4912127.0,NL,['CIN'],['NL'],2024,0,0,0,100,Active,0
810032,Zack Short,DET,SS,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,4781477.0,AL,['DET'],['AL'],2024,0,0,0,100,Active,0
800472,Garrett Hampson,MIA,2B,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.27,5870233.0,NL,['MIA'],['NL'],2024,0,0,0,100,Active,0
668486,Dylan Carlson,STL,OF,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48,742400.0,NL,['STL'],['NL'],2024,0,0,0,100,Active,0
630620,Stuart Fairchild,CIN,OF,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48,722500.0,NL,['CIN'],['NL'],2024,0,0,0,100,Active,0
962816,Mike Ford,SEA,1B,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,5115362.0,AL,['SEA'],['AL'],2024,0,0,0,100,Active,0
1009272,Mark Vientos,NYM,DH,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.05,2502347.0,NL,['NYM'],['NL'],2024,0,0,0,100,Active,0
1032075,Royce Lewis,MIN,SS,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.44,7568692.0,AL,['MIN'],['AL'],2024,0,0,0,100,Active,0
997767,Freddy Fermin,KC,C,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.68,6465419.0,AL,['KC'],['AL'],2024,0,0,0,100,Active,0
834779,Gio Urshela,LAA,3B,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79,8400000.0,AL,['LAA'],['AL'],2024,0,0,0,100,Active,0
270651,Matt Wallner,MIN,OF,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.18,7191257.0,AL,['MIN'],['AL'],2024,0,0,0,100,Active,0
22885,Evan Longoria,ARI,3B,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,4000000.0,AL,['ARI'],['AL'],2024,0,0,0,100,Active,0
1024355,Mitch Haniger,SF,OF,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.27,8000000.0,NL,['SF'],['NL'],2024,0,0,0,100,Active,0
614289,Joey Votto,CIN,1B,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.08,25000000.0,NL,['CIN'],['NL'],2024,0,0,0,100,Active,0
376307,Jordan Westburg,BAL,SS,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24,5826682.0,AL,['BAL'],['AL'],2024,0,0,0,100,Active,0
114482,James McCann,BAL,C,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53,12150000.0,AL,['BAL'],['AL'],2024,0,0,0,100,Active,0
682901,Alan Trejo,COL,SS,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,722000.0,NL,['COL'],['NL'],2024,0,0,0,100,Active,0
333292,Carlos Santana,MIL,1B,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.61,6750000.0,NL,"['MIL', 'PIT']",['NL'],2024,0,0,0,100,Active,0
919670,Tucupita Marcano,PIT,OF,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,3663687.0,NL,['PIT'],['NL'],2024,0,0,0,100,Active,0
591356,Rob Refsnyder,BOS,OF,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,1200000.0,AL,['BOS'],['AL'],2024,0,0,0,100,Active,0
186220,Victor Caratini,MIL,C,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69,2800000.0,NL,['MIL'],['NL'],2024,0,0,0,100,Active,0
